transporteur,type_envoi,base_calcul,zone_type,zone_valeur,dept_label,tranche_min,tranche_max,prix,unite,mini_perception,source_filename
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),80,90.0,40.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),90,100.0,44.2,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),100,250.0,42.12,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),250,500.0,35.46,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),500,1000.0,33.78,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,0,10.0,16.12,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,10,20.0,17.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,20,30.0,19.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,30,40.0,22.92,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,40,50.0,26.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,50,60.0,29.83,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,60,70.0,33.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,70,80.0,34.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,80,90.0,36.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,90,100.0,37.61,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,100,250.0,33.19,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,250,500.0,22.65,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,88,VOSGES,500,1000.0,18.5,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,0,10.0,14.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,10,20.0,16.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,20,30.0,18.66,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,30,40.0,19.81,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,40,50.0,22.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,50,60.0,25.69,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,60,70.0,28.75,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,70,80.0,31.97,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,80,90.0,34.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,90,100.0,34.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,100,250.0,29.49,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,250,500.0,23.55,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,89,YONNE,500,1000.0,21.8,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,0,10.0,20.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,10,20.0,23.13,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,20,30.0,25.56,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,30,40.0,28.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,40,50.0,33.17,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,50,60.0,35.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,60,70.0,40.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,70,80.0,42.48,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,80,90.0,46.45,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,90,100.0,48.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,100,250.0,44.88,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,250,500.0,37.73,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,90,TERRITOIRE DE BELFOR,500,1000.0,32.54,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,0,10.0,25.67,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,10,20.0,25.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,20,30.0,26.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,30,40.0,26.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,40,50.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,50,60.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,60,70.0,30.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,70,80.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,80,90.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,90,100.0,37.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,100,250.0,37.35,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,250,500.0,23.05,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,91,ESSONNE,500,1000.0,19.56,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,0,10.0,25.67,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,10,20.0,25.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,20,30.0,26.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,30,40.0,26.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,40,50.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,50,60.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,60,70.0,30.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,70,80.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,80,90.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,90,100.0,37.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,100,250.0,37.35,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,250,500.0,23.05,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,92,HAUTS DE SEINE,500,1000.0,19.56,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,0,10.0,25.67,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,10,20.0,25.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,20,30.0,26.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,30,40.0,26.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,40,50.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,50,60.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,60,70.0,30.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,70,80.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,80,90.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,90,100.0,37.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,100,250.0,37.35,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,250,500.0,23.05,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,93,SEINE ST DENIS,500,1000.0,19.56,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,0,10.0,25.67,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,10,20.0,25.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,20,30.0,26.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,30,40.0,26.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,40,50.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,50,60.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,60,70.0,30.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,70,80.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,80,90.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,90,100.0,37.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,100,250.0,37.35,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,250,500.0,23.05,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,94,VAL DE MARNE,500,1000.0,19.56,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,0,10.0,25.67,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,10,20.0,25.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,20,30.0,26.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,30,40.0,26.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,40,50.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,50,60.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,60,70.0,30.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,70,80.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,80,90.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,90,100.0,37.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,100,250.0,37.35,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,250,500.0,23.05,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,95,VAL D'OISE,500,1000.0,19.56,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,01,AIN,0,1,122.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,01,AIN,1,2,184.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,01,AIN,2,3,241.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,01,AIN,3,4,289.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,01,AIN,4,5,340.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,02,AISNE,0,1,67.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,02,AISNE,1,2,96.66,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,02,AISNE,2,3,124.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,02,AISNE,3,4,160.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,02,AISNE,4,5,209.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,03,ALLIER,0,1,139.12,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,03,ALLIER,1,2,200.54,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,03,ALLIER,2,3,263.53,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,03,ALLIER,3,4,297.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,03,ALLIER,4,5,332.2,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,04,ALPES (HTE-PROVENCE),0,1,162.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,04,ALPES (HTE-PROVENCE),1,2,251.51,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,04,ALPES (HTE-PROVENCE),2,3,337.78,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,04,ALPES (HTE-PROVENCE),3,4,402.24,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,04,ALPES (HTE-PROVENCE),4,5,468.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,05,ALPES (HAUTES),0,1,149.54,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,05,ALPES (HAUTES),1,2,237.61,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,05,ALPES (HAUTES),2,3,333.28,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,05,ALPES (HAUTES),3,4,402.24,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,05,ALPES (HAUTES),4,5,468.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,06,ALPES MARITIMES,0,1,177.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,06,ALPES MARITIMES,1,2,273.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,06,ALPES MARITIMES,2,3,370.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,06,ALPES MARITIMES,3,4,451.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,06,ALPES MARITIMES,4,5,525.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,07,ARDECHE,0,1,135.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,07,ARDECHE,1,2,206.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,07,ARDECHE,2,3,270.28,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,07,ARDECHE,3,4,326.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,07,ARDECHE,4,5,380.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,08,ARDENNES,0,1,122.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,08,ARDENNES,1,2,177.37,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,08,ARDENNES,2,3,233.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,08,ARDENNES,3,4,276.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,08,ARDENNES,4,5,317.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,09,ARIEGE,0,1,162.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,09,ARIEGE,1,2,260.78,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,09,ARIEGE,2,3,352.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,09,ARIEGE,3,4,430.36,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,09,ARIEGE,4,5,498.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,10,AUBE,0,1,111.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,10,AUBE,1,2,158.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,10,AUBE,2,3,211.76,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,10,AUBE,3,4,251.46,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,10,AUBE,4,5,289.45,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,11,AUDE,0,1,191.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,11,AUDE,1,2,307.12,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,11,AUDE,2,3,412.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,11,AUDE,3,4,497.87,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,11,AUDE,4,5,538.12,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,12,AVEYRON,0,1,143.75,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,12,AVEYRON,1,2,224.87,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,12,AVEYRON,2,3,315.28,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,12,AVEYRON,3,4,388.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,12,AVEYRON,4,5,432.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,13,BOUCHES DU RHONE,0,1,154.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,13,BOUCHES DU RHONE,1,2,239.93,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,13,BOUCHES DU RHONE,2,3,328.79,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,13,BOUCHES DU RHONE,3,4,404.49,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,13,BOUCHES DU RHONE,4,5,470.6,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,14,CALVADOS,0,1,113.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,14,CALVADOS,1,2,162.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,14,CALVADOS,2,3,220.76,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,14,CALVADOS,3,4,262.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,14,CALVADOS,4,5,299.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,15,CANTAL,0,1,139.12,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,15,CANTAL,1,2,200.54,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,15,CANTAL,2,3,270.28,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,15,CANTAL,3,4,324.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,15,CANTAL,4,5,370.47,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,16,CHARENTE,0,1,132.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,16,CHARENTE,1,2,193.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,16,CHARENTE,2,3,255.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,16,CHARENTE,3,4,305.46,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,16,CHARENTE,4,5,353.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,17,CHARENTE MARITIME,0,1,125.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,17,CHARENTE MARITIME,1,2,185.47,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,17,CHARENTE MARITIME,2,3,245.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,17,CHARENTE MARITIME,3,4,294.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,17,CHARENTE MARITIME,4,5,344.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,18,CHER,0,1,122.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,18,CHER,1,2,179.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,18,CHER,2,3,238.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,18,CHER,3,4,285.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,18,CHER,4,5,319.83,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,19,CORREZE,0,1,143.75,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,19,CORREZE,1,2,208.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,19,CORREZE,2,3,279.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,19,CORREZE,3,4,333.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,19,CORREZE,4,5,383.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,21,COTE D'OR,0,1,119.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,21,COTE D'OR,1,2,172.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,21,COTE D'OR,2,3,233.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,21,COTE D'OR,3,4,277.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,21,COTE D'OR,4,5,315.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,22,COTES D ARMOR,0,1,129.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,22,COTES D ARMOR,1,2,188.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,22,COTES D ARMOR,2,3,254.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,22,COTES D ARMOR,3,4,302.09,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,22,COTES D ARMOR,4,5,346.83,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,23,CREUSE,0,1,124.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,23,CREUSE,1,2,183.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,23,CREUSE,2,3,238.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,23,CREUSE,3,4,285.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,23,CREUSE,4,5,332.2,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,24,DORDOGNE,0,1,141.43,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,24,DORDOGNE,1,2,220.24,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,24,DORDOGNE,2,3,284.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,24,DORDOGNE,3,4,348.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,24,DORDOGNE,4,5,394.09,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,25,DOUBS,0,1,125.22,forfait,,SIFA 010126 - P U-1.xlsx
