transporteur,type_envoi,base_calcul,zone_type,zone_valeur,dept_label,tranche_min,tranche_max,prix,unite,mini_perception,source_filename
Compte 100346,messagerie,poids,departement,53,MAYENNE,50,60.0,35.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,60,70.0,38.91,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,70,80.0,41.93,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,80,90.0,45.03,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,90,100.0,48.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,100,250.0,44.8,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,250,500.0,41.72,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,500,1000.0,38.77,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,0,10.0,17.07,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,10,20.0,18.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,20,30.0,20.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,30,40.0,22.5,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,40,50.0,26.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,50,60.0,28.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,60,70.0,31.46,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,70,80.0,33.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,80,90.0,36.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,90,100.0,37.91,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,100,250.0,36.29,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,250,500.0,27.8,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,54,MEURTHE ET MOSELLE,500,1000.0,23.24,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,0,10.0,19.44,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,10,20.0,20.6,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,20,30.0,21.75,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,30,40.0,23.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,40,50.0,26.81,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,50,60.0,27.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,60,70.0,31.17,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,70,80.0,32.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,80,90.0,35.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,90,100.0,36.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,100,250.0,32.18,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,250,500.0,24.65,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,55,MEUSE,500,1000.0,19.46,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,0,10.0,20.82,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,10,20.0,23.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,20,30.0,26.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,30,40.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,40,50.0,31.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,50,60.0,34.61,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,60,70.0,38.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,70,80.0,42.12,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,80,90.0,44.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,90,100.0,48.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,100,250.0,46.33,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,250,500.0,37.92,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,56,MORBIHAN,500,1000.0,36.24,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,0,10.0,20.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,10,20.0,21.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,20,30.0,23.46,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,30,40.0,25.5,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,40,50.0,29.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,50,60.0,31.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,60,70.0,35.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,70,80.0,36.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,80,90.0,40.15,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,90,100.0,41.91,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,100,250.0,37.9,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,250,500.0,29.94,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,57,MOSELLE,500,1000.0,24.75,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,0,10.0,17.99,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,10,20.0,20.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,20,30.0,24.09,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,30,40.0,26.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,40,50.0,28.92,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,50,60.0,31.11,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,60,70.0,33.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,70,80.0,37.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,80,90.0,40.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,90,100.0,44.06,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,100,250.0,40.32,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,250,500.0,33.65,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,58,NIEVRE,500,1000.0,31.97,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,59,NORD,0,10.0,8.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,59,NORD,10,20.0,8.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,59,NORD,20,30.0,9.87,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,59,NORD,30,40.0,10.69,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,59,NORD,40,50.0,11.36,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,59,NORD,50,60.0,12.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,59,NORD,60,70.0,12.69,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,59,NORD,70,80.0,13.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,59,NORD,80,90.0,13.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,59,NORD,90,100.0,13.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,59,NORD,100,250.0,13.8,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,0,10.0,15.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,10,20.0,17.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,20,30.0,18.2,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,30,40.0,19.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,40,50.0,22.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,50,60.0,23.93,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,60,70.0,26.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,70,80.0,27.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,80,90.0,30.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,90,100.0,31.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,100,250.0,28.31,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,250,500.0,21.3,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,60,OISE,500,1000.0,17.16,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,0,10.0,14.4,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,10,20.0,16.39,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,20,30.0,19.23,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,30,40.0,21.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,40,50.0,24.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,50,60.0,27.28,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,60,70.0,30.61,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,70,80.0,33.65,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,80,90.0,36.61,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,90,100.0,37.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,100,250.0,37.94,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,250,500.0,25.43,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,61,ORNE,500,1000.0,23.68,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,62,PAS DE CALAIS,0,10.0,8.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,62,PAS DE CALAIS,10,20.0,8.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,62,PAS DE CALAIS,20,30.0,9.87,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,62,PAS DE CALAIS,30,40.0,10.69,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,62,PAS DE CALAIS,40,50.0,11.36,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,62,PAS DE CALAIS,50,60.0,12.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,62,PAS DE CALAIS,60,70.0,12.69,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,62,PAS DE CALAIS,70,80.0,13.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,62,PAS DE CALAIS,80,90.0,13.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,62,PAS DE CALAIS,90,100.0,13.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,62,PAS DE CALAIS,100,250.0,13.8,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,0,10.0,17.49,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,10,20.0,19.3,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,20,30.0,22.03,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,30,40.0,24.62,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,40,50.0,27.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,50,60.0,30.06,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,60,70.0,33.03,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,70,80.0,35.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,80,90.0,36.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,90,100.0,38.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,100,250.0,35.24,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,250,500.0,28.58,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,63,PUY DE DOME,500,1000.0,26.89,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,0,10.0,19.2,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,10,20.0,24.39,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,20,30.0,31.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,30,40.0,36.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,40,50.0,43.67,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,50,60.0,49.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,60,70.0,55.72,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,70,80.0,61.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,80,90.0,67.09,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,90,100.0,72.45,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,100,250.0,70.8,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,250,500.0,65.41,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,64,PYRENEES ATLANTIQUE,500,1000.0,63.66,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),0,10.0,23.37,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),10,20.0,28.75,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),20,30.0,34.15,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),30,40.0,39.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),40,50.0,44.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),50,60.0,50.15,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),60,70.0,55.78,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),70,80.0,61.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),80,90.0,66.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),90,100.0,71.82,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),100,250.0,65.57,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),250,500.0,60.17,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,65,PYRENEES (HAUTES),500,1000.0,58.43,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,0,10.0,23.4,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,10,20.0,28.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,20,30.0,34.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,30,40.0,39.5,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,40,50.0,45.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,50,60.0,50.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,60,70.0,56.09,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,70,80.0,61.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,80,90.0,66.76,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,90,100.0,72.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,100,250.0,60.23,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,250,500.0,45.68,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,66,PYRENEES ORIENTALES,500,1000.0,36.52,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),0,10.0,16.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),10,20.0,17.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),20,30.0,19.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),30,40.0,21.62,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),40,50.0,25.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),50,60.0,28.75,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),60,70.0,31.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),70,80.0,32.91,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),80,90.0,34.49,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),90,100.0,36.13,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),100,250.0,33.7,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),250,500.0,23.61,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,67,RHIN (BAS),500,1000.0,19.46,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),0,10.0,17.65,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),10,20.0,19.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),20,30.0,22.48,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),30,40.0,25.17,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),40,50.0,28.25,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),50,60.0,30.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),60,70.0,34.09,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),70,80.0,38.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),80,90.0,41.0,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),90,100.0,45.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),100,250.0,36.86,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),250,500.0,30.21,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,68,RHIN (HAUT),500,1000.0,28.52,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,0,10.0,15.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,10,20.0,17.65,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,20,30.0,21.42,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,30,40.0,25.45,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,40,50.0,29.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,50,60.0,32.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,60,70.0,37.28,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,70,80.0,41.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,80,90.0,45.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,90,100.0,49.5,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,100,250.0,49.5,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,250,500.0,31.68,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,69,RHONE,500,1000.0,29.93,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),0,10.0,18.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),10,20.0,21.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),20,30.0,25.07,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),30,40.0,28.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),40,50.0,31.82,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),50,60.0,35.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),60,70.0,38.56,forfait,,SIFA 010126 - P U-1.xlsx
